Part_Number,Year,Month,Raw_Forecast,PSC_Adjustment_Amount,Final_Order_Quantity,Adjustment_Reason
SC-HYD-0006,2024,7,370,-121,249,Inventory consideration
SC-HYD-0006,2024,8,203,46,249,Lead time consideration
SC-HYD-0006,2024,9,322,0,322,No adjustment
SC-HYD-0006,2024,10,344,-136,208,Customer demand expectation
SC-HYD-0006,2024,11,284,-85,199,Inventory consideration
SC-HYD-0006,2024,12,299,0,299,
SC-SUS-0012,2020,1,4,0,4,
SC-SUS-0012,2020,2,6,-2,4,Customer demand expectation
SC-SUS-0012,2020,3,11,-5,6,Customer demand expectation
SC-SUS-0012,2020,4,5,-2,3,Inventory consideration
SC-SUS-0012,2020,5,0,0,0,
SC-SUS-0012,2020,6,9,-4,5,Inventory consideration
SC-SUS-0012,2020,7,20,-3,17,Inventory consideration
SC-SUS-0012,2020,8,7,0,7,No adjustment
SC-SUS-0012,2020,9,17,-3,14,Inventory consideration
SC-SUS-0012,2020,10,15,-3,12,Customer demand expectation
SC-SUS-0012,2020,11,7,0,7,No adjustment
SC-SUS-0012,2020,12,4,0,4,
SC-SUS-0012,2021,1,6,0,6,No adjustment
SC-SUS-0012,2021,2,6,0,6,No adjustment
SC-SUS-0012,2021,3,3,-1,2,Customer demand expectation
SC-SUS-0012,2021,4,8,0,8,
SC-SUS-0012,2021,5,14,0,14,
SC-SUS-0012,2021,6,0,0,0,Customer demand expectation
SC-SUS-0012,2021,7,5,0,5,No adjustment
SC-SUS-0012,2021,8,14,-3,11,Customer demand expectation
SC-SUS-0012,2021,9,2,0,2,Customer demand expectation
SC-SUS-0012,2021,10,7,0,7,No adjustment
SC-SUS-0012,2021,11,15,0,15,
SC-SUS-0012,2021,12,3,-1,2,Customer demand expectation
SC-SUS-0012,2022,1,8,-3,5,Inventory consideration
SC-SUS-0012,2022,2,10,-4,6,Customer demand expectation
SC-SUS-0012,2022,3,6,1,7,Customer demand expectation
SC-SUS-0012,2022,4,20,-5,15,Customer demand expectation
SC-SUS-0012,2022,5,1,0,1,Customer demand expectation
SC-SUS-0012,2022,6,27,-10,17,
SC-SUS-0012,2022,7,6,-2,4,Customer demand expectation
SC-SUS-0012,2022,8,14,0,14,No adjustment
SC-SUS-0012,2022,9,21,-6,15,Inventory consideration
SC-SUS-0012,2022,10,31,0,31,
SC-SUS-0012,2022,11,15,4,19,Customer demand expectation
SC-SUS-0012,2022,12,12,-2,10,Customer demand expectation
SC-SUS-0012,2023,1,21,-3,18,Inventory consideration
SC-SUS-0012,2023,2,2,-1,1,Inventory consideration
SC-SUS-0012,2023,3,5,0,5,No adjustment
SC-SUS-0012,2023,4,32,-14,18,Inventory consideration
SC-SUS-0012,2023,5,11,-4,7,Inventory consideration
SC-SUS-0012,2023,6,18,7,25,Critical part requirement
SC-SUS-0012,2023,7,18,0,18,No adjustment
SC-SUS-0012,2023,8,0,0,0,Customer demand expectation
SC-SUS-0012,2023,9,18,-3,15,Customer demand expectation
SC-SUS-0012,2023,10,3,0,3,No adjustment
SC-SUS-0012,2023,11,9,-3,6,Customer demand expectation
SC-SUS-0012,2023,12,10,-2,8,
SC-SUS-0012,2024,1,7,-2,5,Customer demand expectation
SC-SUS-0012,2024,2,6,0,6,
SC-SUS-0012,2024,3,9,0,9,No adjustment
SC-SUS-0012,2024,4,1,0,1,Customer demand expectation
SC-SUS-0012,2024,5,10,3,13,Critical part requirement
SC-SUS-0012,2024,6,9,-4,5,Inventory consideration
SC-SUS-0012,2024,7,10,0,10,No adjustment
SC-SUS-0012,2024,8,9,-1,8,Inventory consideration
SC-SUS-0012,2024,9,12,0,12,
SC-SUS-0012,2024,10,2,0,2,No adjustment
SC-SUS-0012,2024,11,11,-3,8,Customer demand expectation
SC-SUS-0012,2024,12,8,-3,5,Inventory consideration
SC-CLG-0003,2020,1,240,101,341,Critical part requirement
SC-CLG-0003,2020,2,420,0,420,No adjustment
SC-CLG-0003,2020,3,296,-112,184,Inventory consideration
SC-CLG-0003,2020,4,373,0,373,No adjustment
SC-CLG-0003,2020,5,467,-47,420,Inventory consideration
SC-CLG-0003,2020,6,405,-65,340,Inventory consideration
SC-CLG-0003,2020,7,395,0,395,
SC-CLG-0003,2020,8,701,-100,601,Customer demand expectation
SC-CLG-0003,2020,9,425,0,425,
SC-CLG-0003,2020,10,566,243,809,Lead time consideration
SC-CLG-0003,2020,11,305,-46,259,Customer demand expectation
SC-CLG-0003,2020,12,390,120,510,Critical part requirement
SC-CLG-0003,2021,1,774,0,774,No adjustment
SC-CLG-0003,2021,2,399,-88,311,Customer demand expectation
SC-CLG-0003,2021,3,576,-224,352,Customer demand expectation
SC-CLG-0003,2021,4,464,0,464,
SC-CLG-0003,2021,5,266,0,266,No adjustment
SC-CLG-0003,2021,6,605,133,738,Critical part requirement
SC-CLG-0003,2021,7,566,0,566,
SC-CLG-0003,2021,8,507,0,507,No adjustment
SC-CLG-0003,2021,9,1239,464,1703,Customer demand expectation
SC-CLG-0003,2021,10,747,-290,457,Customer demand expectation
SC-CLG-0003,2021,11,828,96,924,Critical part requirement
SC-CLG-0003,2021,12,1058,0,1058,No adjustment
SC-CLG-0003,2022,1,647,-193,454,Inventory consideration
SC-CLG-0003,2022,2,692,265,957,Customer demand expectation
SC-CLG-0003,2022,3,674,86,760,Customer demand expectation
SC-CLG-0003,2022,4,638,0,638,
SC-CLG-0003,2022,5,765,182,947,Lead time consideration
SC-CLG-0003,2022,6,1025,0,1025,No adjustment
SC-CLG-0003,2022,7,647,251,898,Lead time consideration
SC-CLG-0003,2022,8,389,-131,258,Inventory consideration
SC-CLG-0003,2022,9,779,-215,564,
SC-CLG-0003,2022,10,1066,0,1066,No adjustment
SC-CLG-0003,2022,11,584,0,584,No adjustment
SC-CLG-0003,2022,12,1125,0,1125,No adjustment
SC-CLG-0003,2023,1,787,158,945,Lead time consideration
SC-CLG-0003,2023,2,400,87,487,Lead time consideration
SC-CLG-0003,2023,3,870,202,1072,Customer demand expectation
SC-CLG-0003,2023,4,581,0,581,
SC-CLG-0003,2023,5,875,0,875,No adjustment
SC-CLG-0003,2023,6,618,146,764,Critical part requirement
SC-CLG-0003,2023,7,771,0,771,
SC-CLG-0003,2023,8,891,288,1179,Customer demand expectation
SC-CLG-0003,2023,9,576,87,663,
SC-CLG-0003,2023,10,911,0,911,
SC-CLG-0003,2023,11,300,0,300,
SC-CLG-0003,2023,12,1087,406,1493,Critical part requirement
SC-CLG-0003,2024,1,261,-90,171,Customer demand expectation
SC-CLG-0003,2024,2,768,0,768,No adjustment
SC-CLG-0003,2024,3,404,0,404,No adjustment
SC-CLG-0003,2024,4,514,-63,451,Customer demand expectation
SC-CLG-0003,2024,5,467,-138,329,Inventory consideration
SC-CLG-0003,2024,6,821,-363,458,Customer demand expectation
SC-CLG-0003,2024,7,1003,359,1362,Critical part requirement
SC-CLG-0003,2024,8,774,0,774,No adjustment
SC-CLG-0003,2024,9,704,-126,578,Customer demand expectation
SC-CLG-0003,2024,10,832,268,1100,Customer demand expectation
SC-CLG-0003,2024,11,728,-253,475,Customer demand expectation
SC-CLG-0003,2024,12,666,98,764,Customer demand expectation
SC-BRK-0005,2020,1,759,0,759,
SC-BRK-0005,2020,2,708,0,708,
SC-BRK-0005,2020,3,524,-128,396,Customer demand expectation
SC-BRK-0005,2020,4,363,-96,267,Inventory consideration
SC-BRK-0005,2020,5,305,97,402,Critical part requirement
SC-BRK-0005,2020,6,298,-47,251,Inventory consideration
SC-BRK-0005,2020,7,328,-126,202,Inventory consideration
SC-BRK-0005,2020,8,278,-44,234,Customer demand expectation
SC-BRK-0005,2020,9,792,99,891,Customer demand expectation
SC-BRK-0005,2020,10,891,-245,646,Inventory consideration
SC-BRK-0005,2020,11,401,-104,297,Customer demand expectation
SC-BRK-0005,2020,12,445,0,445,
SC-BRK-0005,2021,1,495,-107,388,Customer demand expectation
SC-BRK-0005,2021,2,453,132,585,Customer demand expectation
SC-BRK-0005,2021,3,532,-130,402,Inventory consideration
SC-BRK-0005,2021,4,255,0,255,
SC-BRK-0005,2021,5,420,-53,367,Customer demand expectation
SC-BRK-0005,2021,6,356,115,471,Lead time consideration
SC-BRK-0005,2021,7,363,-56,307,Customer demand expectation
SC-BRK-0005,2021,8,402,0,402,
SC-BRK-0005,2021,9,195,42,237,Critical part requirement
SC-BRK-0005,2021,10,500,-94,406,
SC-BRK-0005,2021,11,167,0,167,
SC-BRK-0005,2021,12,185,0,185,No adjustment
SC-BRK-0005,2022,1,1128,0,1128,
SC-BRK-0005,2022,2,736,0,736,
SC-BRK-0005,2022,3,859,249,1108,Lead time consideration
SC-BRK-0005,2022,4,192,-43,149,Inventory consideration
SC-BRK-0005,2022,5,330,44,374,Critical part requirement
SC-BRK-0005,2022,6,519,106,625,Customer demand expectation
SC-BRK-0005,2022,7,595,-213,382,Inventory consideration
SC-BRK-0005,2022,8,468,-153,315,Customer demand expectation
SC-BRK-0005,2022,9,672,0,672,No adjustment
SC-BRK-0005,2022,10,317,-49,268,Customer demand expectation
SC-BRK-0005,2022,11,623,-102,521,Inventory consideration
SC-BRK-0005,2022,12,539,0,539,No adjustment
SC-BRK-0005,2023,1,764,83,847,Lead time consideration
SC-BRK-0005,2023,2,536,0,536,
SC-BRK-0005,2023,3,485,0,485,
SC-BRK-0005,2023,4,447,136,583,Lead time consideration
SC-BRK-0005,2023,5,597,0,597,No adjustment
SC-BRK-0005,2023,6,504,135,639,Lead time consideration
SC-BRK-0005,2023,7,660,0,660,
SC-BRK-0005,2023,8,601,0,601,
SC-BRK-0005,2023,9,294,-32,262,Inventory consideration
SC-BRK-0005,2023,10,679,0,679,
SC-BRK-0005,2023,11,405,-127,278,
SC-BRK-0005,2023,12,446,84,530,Lead time consideration
SC-BRK-0005,2024,1,790,-242,548,Customer demand expectation
SC-BRK-0005,2024,2,692,151,843,Critical part requirement
SC-BRK-0005,2024,3,630,-237,393,Inventory consideration
SC-BRK-0005,2024,4,323,65,388,
SC-BRK-0005,2024,5,541,0,541,
SC-BRK-0005,2024,6,422,0,422,
SC-BRK-0005,2024,7,298,-55,243,Inventory consideration
SC-BRK-0005,2024,8,662,-133,529,Inventory consideration
SC-BRK-0005,2024,9,621,255,876,Lead time consideration
SC-BRK-0005,2024,10,423,0,423,
SC-BRK-0005,2024,11,519,0,519,No adjustment
SC-BRK-0005,2024,12,340,82,422,Critical part requirement
SC-ENG-0005,2020,1,724,0,724,
SC-ENG-0005,2020,2,732,-293,439,Inventory consideration
SC-ENG-0005,2020,3,810,-364,446,Inventory consideration
SC-ENG-0005,2020,4,692,-168,524,Customer demand expectation
SC-ENG-0005,2020,5,199,-36,163,
SC-ENG-0005,2020,6,531,0,531,
SC-ENG-0005,2020,7,897,290,1187,Critical part requirement
SC-ENG-0005,2020,8,641,0,641,No adjustment
SC-ENG-0005,2020,9,576,0,576,No adjustment
SC-ENG-0005,2020,10,484,0,484,No adjustment
SC-ENG-0005,2020,11,506,61,567,Critical part requirement
SC-ENG-0005,2020,12,939,-225,714,Inventory consideration
SC-ENG-0005,2021,1,636,104,740,Customer demand expectation
SC-ENG-0005,2021,2,384,61,445,Critical part requirement
SC-ENG-0005,2021,3,489,114,603,
SC-ENG-0005,2021,4,419,164,583,Lead time consideration
SC-ENG-0005,2021,5,474,0,474,No adjustment
SC-ENG-0005,2021,6,581,-60,521,Customer demand expectation
SC-ENG-0005,2021,7,616,-239,377,Customer demand expectation
SC-ENG-0005,2021,8,881,-323,558,Inventory consideration
SC-ENG-0005,2021,9,630,-113,517,Inventory consideration
SC-ENG-0005,2021,10,518,0,518,No adjustment
SC-ENG-0005,2021,11,597,229,826,Lead time consideration
SC-ENG-0005,2021,12,606,167,773,Lead time consideration
SC-ENG-0005,2022,1,489,184,673,Critical part requirement
SC-ENG-0005,2022,2,676,99,775,
SC-ENG-0005,2022,3,436,0,436,
SC-ENG-0005,2022,4,1094,457,1551,Customer demand expectation
SC-ENG-0005,2022,5,623,-243,380,Customer demand expectation
SC-ENG-0005,2022,6,557,0,557,
SC-ENG-0005,2022,7,789,-118,671,Customer demand expectation
SC-ENG-0005,2022,8,659,-173,486,Inventory consideration
SC-ENG-0005,2022,9,394,55,449,Critical part requirement
SC-ENG-0005,2022,10,661,132,793,Critical part requirement
SC-ENG-0005,2022,11,467,-56,411,Inventory consideration
SC-ENG-0005,2022,12,763,94,857,Customer demand expectation
SC-ENG-0005,2023,1,411,-105,306,Customer demand expectation
SC-ENG-0005,2023,2,768,0,768,No adjustment
SC-ENG-0005,2023,3,586,91,677,Critical part requirement
SC-ENG-0005,2023,4,438,-59,379,Customer demand expectation
SC-ENG-0005,2023,5,534,-160,374,Inventory consideration
SC-ENG-0005,2023,6,437,164,601,Critical part requirement
SC-ENG-0005,2023,7,550,-205,345,Customer demand expectation
SC-ENG-0005,2023,8,779,131,910,Critical part requirement
SC-ENG-0005,2023,9,543,186,729,Critical part requirement
SC-ENG-0005,2023,10,852,0,852,
SC-ENG-0005,2023,11,669,-215,454,
SC-ENG-0005,2023,12,610,0,610,No adjustment
SC-ENG-0005,2024,1,738,-296,442,
SC-ENG-0005,2024,2,329,-44,285,Inventory consideration
SC-ENG-0005,2024,3,861,302,1163,Customer demand expectation
SC-ENG-0005,2024,4,652,234,886,Critical part requirement
SC-ENG-0005,2024,5,875,0,875,No adjustment
SC-ENG-0005,2024,6,595,0,595,No adjustment
SC-ENG-0005,2024,7,877,-120,757,Customer demand expectation
SC-ENG-0005,2024,8,598,145,743,Critical part requirement
SC-ENG-0005,2024,9,606,0,606,No adjustment
SC-ENG-0005,2024,10,1070,0,1070,No adjustment
SC-ENG-0005,2024,11,846,92,938,Lead time consideration
SC-ENG-0005,2024,12,553,0,553,No adjustment
SC-SUS-0013,2020,1,32,-10,22,
SC-SUS-0013,2020,2,44,-19,25,Inventory consideration
SC-SUS-0013,2020,3,10,4,14,Lead time consideration
SC-SUS-0013,2020,4,5,0,5,No adjustment
SC-SUS-0013,2020,5,29,9,38,Lead time consideration
SC-SUS-0013,2020,6,13,4,17,Lead time consideration
SC-SUS-0013,2020,7,37,13,50,Critical part requirement
SC-SUS-0013,2020,8,9,0,9,
SC-SUS-0013,2020,9,0,0,0,No adjustment
SC-SUS-0013,2020,10,0,0,0,
SC-SUS-0013,2020,11,17,0,17,No adjustment
SC-SUS-0013,2020,12,2,0,2,Customer demand expectation
SC-SUS-0013,2021,1,8,-2,6,Inventory consideration
SC-SUS-0013,2021,2,14,4,18,Lead time consideration
SC-SUS-0013,2021,3,11,0,11,No adjustment
SC-SUS-0013,2021,4,8,-2,6,Customer demand expectation
SC-SUS-0013,2021,5,20,2,22,Customer demand expectation
SC-SUS-0013,2021,6,19,-8,11,Customer demand expectation
SC-SUS-0013,2021,7,0,0,0,
SC-SUS-0013,2021,8,3,-1,2,Inventory consideration
SC-SUS-0013,2021,9,30,0,30,
SC-SUS-0013,2021,10,17,-4,13,Inventory consideration
SC-SUS-0013,2021,11,4,0,4,Customer demand expectation
SC-SUS-0013,2021,12,0,0,0,Inventory consideration
SC-SUS-0013,2022,1,23,-10,13,Inventory consideration
SC-SUS-0013,2022,2,9,0,9,No adjustment
SC-SUS-0013,2022,3,7,-3,4,Inventory consideration
SC-SUS-0013,2022,4,18,8,26,Lead time consideration
SC-SUS-0013,2022,5,9,0,9,No adjustment
SC-SUS-0013,2022,6,11,-2,9,Inventory consideration
SC-SUS-0013,2022,7,13,0,13,
SC-SUS-0013,2022,8,13,-3,10,Inventory consideration
SC-SUS-0013,2022,9,37,-16,21,Customer demand expectation
SC-SUS-0013,2022,10,19,-6,13,Inventory consideration
SC-SUS-0013,2022,11,17,-5,12,Customer demand expectation
SC-SUS-0013,2022,12,18,2,20,Customer demand expectation
SC-SUS-0013,2023,1,27,-7,20,Inventory consideration
SC-SUS-0013,2023,2,0,0,0,No adjustment
SC-SUS-0013,2023,3,19,8,27,Customer demand expectation
SC-SUS-0013,2023,4,24,-6,18,Inventory consideration
SC-SUS-0013,2023,5,26,0,26,No adjustment
SC-SUS-0013,2023,6,15,-2,13,Inventory consideration
SC-SUS-0013,2023,7,37,-5,32,
SC-SUS-0013,2023,8,12,2,14,Critical part requirement
SC-SUS-0013,2023,9,16,-4,12,Inventory consideration
SC-SUS-0013,2023,10,76,0,76,No adjustment
SC-SUS-0013,2023,11,14,-5,9,Customer demand expectation
SC-SUS-0013,2023,12,14,-2,12,Inventory consideration
SC-SUS-0013,2024,1,12,-5,7,Customer demand expectation
SC-SUS-0013,2024,2,21,0,21,
SC-SUS-0013,2024,3,70,-28,42,Customer demand expectation
SC-SUS-0013,2024,4,0,0,0,Customer demand expectation
SC-SUS-0013,2024,5,59,0,59,
SC-SUS-0013,2024,6,23,0,23,
SC-SUS-0013,2024,7,28,0,28,
SC-SUS-0013,2024,8,26,-8,18,Customer demand expectation
SC-SUS-0013,2024,9,10,-4,6,Inventory consideration
SC-SUS-0013,2024,10,8,0,8,No adjustment
SC-SUS-0013,2024,11,38,6,44,Lead time consideration
SC-SUS-0013,2024,12,0,0,0,
SC-CLG-0004,2020,1,1700,0,1700,No adjustment
SC-CLG-0004,2020,2,1771,0,1771,No adjustment
SC-CLG-0004,2020,3,2004,-548,1456,Inventory consideration
SC-CLG-0004,2020,4,1764,0,1764,No adjustment
SC-CLG-0004,2020,5,1914,790,2704,Customer demand expectation
SC-CLG-0004,2020,6,2653,-892,1761,Customer demand expectation
SC-CLG-0004,2020,7,1785,0,1785,No adjustment
SC-CLG-0004,2020,8,2278,488,2766,Customer demand expectation
SC-CLG-0004,2020,9,2206,-809,1397,Customer demand expectation
SC-CLG-0004,2020,10,2861,1044,3905,Lead time consideration
SC-CLG-0004,2020,11,1600,-710,890,Customer demand expectation
SC-CLG-0004,2020,12,2820,-724,2096,Inventory consideration
SC-CLG-0004,2021,1,2234,0,2234,No adjustment
SC-CLG-0004,2021,2,2118,360,2478,Lead time consideration
SC-CLG-0004,2021,3,1143,0,1143,No adjustment
SC-CLG-0004,2021,4,1966,472,2438,Customer demand expectation
SC-CLG-0004,2021,5,1957,335,2292,Critical part requirement
SC-CLG-0004,2021,6,1521,508,2029,Customer demand expectation
SC-CLG-0004,2021,7,2308,0,2308,
SC-CLG-0004,2021,8,3177,0,3177,No adjustment
SC-CLG-0004,2021,9,2381,-797,1584,Customer demand expectation
SC-CLG-0004,2021,10,2758,725,3483,Customer demand expectation
SC-CLG-0004,2021,11,2767,974,3741,Lead time consideration
SC-CLG-0004,2021,12,2515,1122,3637,Customer demand expectation
SC-CLG-0004,2022,1,3042,-729,2313,Inventory consideration
SC-CLG-0004,2022,2,1663,0,1663,
SC-CLG-0004,2022,3,2111,0,2111,No adjustment
SC-CLG-0004,2022,4,2098,822,2920,
SC-CLG-0004,2022,5,1505,-358,1147,Inventory consideration
SC-CLG-0004,2022,6,2706,-406,2300,Customer demand expectation
SC-CLG-0004,2022,7,2286,0,2286,
SC-CLG-0004,2022,8,2230,382,2612,Customer demand expectation
SC-CLG-0004,2022,9,2209,863,3072,Lead time consideration
SC-CLG-0004,2022,10,2443,-319,2124,
SC-CLG-0004,2022,11,2511,564,3075,Lead time consideration
SC-CLG-0004,2022,12,2274,-697,1577,Inventory consideration
SC-CLG-0004,2023,1,2317,588,2905,
SC-CLG-0004,2023,2,2361,582,2943,Customer demand expectation
SC-CLG-0004,2023,3,1654,426,2080,
SC-CLG-0004,2023,4,2068,852,2920,Lead time consideration
SC-CLG-0004,2023,5,2231,-800,1431,Customer demand expectation
SC-CLG-0004,2023,6,3121,0,3121,No adjustment
SC-CLG-0004,2023,7,2296,-715,1581,
SC-CLG-0004,2023,8,2675,-990,1685,
SC-CLG-0004,2023,9,3503,1444,4947,Customer demand expectation
SC-CLG-0004,2023,10,2882,0,2882,No adjustment
SC-CLG-0004,2023,11,2701,0,2701,
SC-CLG-0004,2023,12,3217,858,4075,Lead time consideration
SC-CLG-0004,2024,1,2403,-855,1548,Customer demand expectation
SC-CLG-0004,2024,2,3341,683,4024,Customer demand expectation
SC-CLG-0004,2024,3,2553,385,2938,Lead time consideration
SC-CLG-0004,2024,4,2617,485,3102,Lead time consideration
SC-CLG-0004,2024,5,3118,-864,2254,Customer demand expectation
SC-CLG-0004,2024,6,3331,0,3331,
SC-CLG-0004,2024,7,3352,-1474,1878,Customer demand expectation
SC-CLG-0004,2024,8,3878,1027,4905,Critical part requirement
SC-CLG-0004,2024,9,2894,-649,2245,
SC-CLG-0004,2024,10,3066,0,3066,
SC-CLG-0004,2024,11,2382,-660,1722,Customer demand expectation
SC-CLG-0004,2024,12,2692,0,2692,
SC-FUE-0008,2020,1,5,-1,4,Inventory consideration
SC-FUE-0008,2020,2,6,-1,5,Inventory consideration
SC-FUE-0008,2020,3,7,-2,5,Inventory consideration
SC-FUE-0008,2020,4,9,-4,5,Inventory consideration
SC-FUE-0008,2020,5,7,-1,6,Customer demand expectation
SC-FUE-0008,2020,6,5,-2,3,Customer demand expectation
SC-FUE-0008,2020,7,3,0,3,No adjustment
SC-FUE-0008,2020,8,5,-2,3,Customer demand expectation
SC-FUE-0008,2020,9,7,2,9,Critical part requirement
SC-FUE-0008,2020,10,4,0,4,
SC-FUE-0008,2020,11,4,-1,3,
SC-FUE-0008,2020,12,4,-1,3,Customer demand expectation
SC-FUE-0008,2021,1,7,2,9,Customer demand expectation
SC-FUE-0008,2021,2,6,-1,5,Inventory consideration
SC-FUE-0008,2021,3,3,-1,2,
SC-FUE-0008,2021,4,1,0,1,Customer demand expectation
SC-FUE-0008,2021,5,0,0,0,Customer demand expectation
SC-FUE-0008,2021,6,3,-1,2,Customer demand expectation
SC-FUE-0008,2021,7,1,0,1,
SC-FUE-0008,2021,8,2,0,2,No adjustment
SC-FUE-0008,2021,9,2,-1,1,
SC-FUE-0008,2021,10,4,-2,2,Customer demand expectation
SC-FUE-0008,2021,11,2,-1,1,Customer demand expectation
SC-FUE-0008,2021,12,3,1,4,Customer demand expectation
SC-FUE-0008,2022,1,0,0,0,Customer demand expectation
SC-FUE-0008,2022,2,1,0,1,No adjustment
SC-FUE-0008,2022,3,0,0,0,Customer demand expectation
SC-FUE-0008,2022,4,5,0,5,No adjustment
SC-FUE-0008,2022,5,6,-2,4,Customer demand expectation
SC-FUE-0008,2022,6,5,-1,4,
SC-FUE-0008,2022,7,4,0,4,
SC-FUE-0008,2022,8,6,2,8,Lead time consideration
SC-FUE-0008,2022,9,1,0,1,No adjustment
SC-FUE-0008,2022,10,6,-2,4,Inventory consideration
SC-FUE-0008,2022,11,2,1,3,Customer demand expectation
SC-FUE-0008,2022,12,2,-1,1,Customer demand expectation
SC-FUE-0008,2023,1,6,0,6,
SC-FUE-0008,2023,2,0,0,0,No adjustment
SC-FUE-0008,2023,3,1,0,1,
SC-FUE-0008,2023,4,3,0,3,
SC-FUE-0008,2023,5,3,-1,2,Customer demand expectation
SC-FUE-0008,2023,6,3,-1,2,Customer demand expectation
SC-FUE-0008,2023,7,3,-1,2,Customer demand expectation
SC-FUE-0008,2023,8,0,0,0,No adjustment
SC-FUE-0008,2023,9,1,0,1,Customer demand expectation
SC-FUE-0008,2023,10,1,0,1,No adjustment
SC-FUE-0008,2023,11,0,0,0,Critical part requirement
SC-FUE-0008,2023,12,1,0,1,No adjustment
SC-FUE-0008,2024,1,4,0,4,
SC-FUE-0008,2024,2,5,-1,4,Inventory consideration
SC-FUE-0008,2024,3,5,0,5,
SC-FUE-0008,2024,4,3,1,4,Customer demand expectation
SC-FUE-0008,2024,5,2,-1,1,Inventory consideration
SC-FUE-0008,2024,6,2,-1,1,Customer demand expectation
SC-FUE-0008,2024,7,1,0,1,Lead time consideration
SC-FUE-0008,2024,8,1,0,1,No adjustment
SC-FUE-0008,2024,9,2,0,2,
SC-FUE-0008,2024,10,0,0,0,No adjustment
SC-FUE-0008,2024,11,2,0,2,Inventory consideration
SC-FUE-0008,2024,12,2,0,2,No adjustment
SC-ENG-0006,2020,1,319,68,387,Customer demand expectation
SC-ENG-0006,2020,2,280,112,392,Customer demand expectation
SC-ENG-0006,2020,3,463,0,463,
SC-ENG-0006,2020,4,294,122,416,Lead time consideration
SC-ENG-0006,2020,5,368,0,368,No adjustment
SC-ENG-0006,2020,6,349,95,444,Customer demand expectation
SC-ENG-0006,2020,7,418,92,510,Customer demand expectation
SC-ENG-0006,2020,8,343,65,408,Customer demand expectation
SC-ENG-0006,2020,9,358,0,358,No adjustment
SC-ENG-0006,2020,10,626,-200,426,Customer demand expectation
SC-ENG-0006,2020,11,509,135,644,Customer demand expectation
SC-ENG-0006,2020,12,555,163,718,Customer demand expectation
SC-ENG-0006,2021,1,556,0,556,No adjustment
SC-ENG-0006,2021,2,496,129,625,Lead time consideration
SC-ENG-0006,2021,3,591,254,845,Lead time consideration
SC-ENG-0006,2021,4,402,68,470,Customer demand expectation
SC-ENG-0006,2021,5,554,190,744,Lead time consideration
SC-ENG-0006,2021,6,482,-188,294,Customer demand expectation
SC-ENG-0006,2021,7,883,-273,610,Customer demand expectation
